Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
80,Fresno State,San Joaquin Valley,1/3/2024,1800,3,0, ,0, ,0, ,0.9, ,7.8, ,90, ,6.2, ,1.4, ,295, ,13.2, 
80,Fresno State,San Joaquin Valley,1/3/2024,1900,3,0, ,0, ,0, ,0.9, ,7.3, ,92, ,6.1, ,1.8, ,303, ,13.3, 
80,Fresno State,San Joaquin Valley,1/3/2024,2000,3,0, ,0, ,0, ,0.9, ,6.7, ,94, ,5.8, ,1.1, ,315, ,13.4, 
80,Fresno State,San Joaquin Valley,1/3/2024,2100,3,0, ,0, ,0, ,0.9, ,5.4, ,96, ,4.8, ,0.8, ,73, ,13.4, 
80,Fresno State,San Joaquin Valley,1/3/2024,2200,3,0, ,0, ,0, ,0.9, ,5.2, ,97, ,4.9, ,1.5, ,286, ,13.4, 
80,Fresno State,San Joaquin Valley,1/3/2024,2300,3,0, ,0, ,0, ,0.8, ,4.9, ,97, ,4.5, ,1.1, ,266, ,13.4, 
80,Fresno State,San Joaquin Valley,1/3/2024,2400,3,0, ,0, ,0, ,0.8, ,4.4, ,98, ,4.1, ,1.2, ,285, ,13.4, 
80,Fresno State,San Joaquin Valley,1/4/2024,100,4,0, ,0.1, ,0, ,0.8, ,4.5, ,99, ,4.3, ,1.6, ,336, ,13.3, 
80,Fresno State,San Joaquin Valley,1/4/2024,200,4,0, ,0, ,0, ,0.9, ,5.8, ,99, ,5.6, ,2.2, ,326, ,13.3, 
80,Fresno State,San Joaquin Valley,1/4/2024,300,4,0, ,0, ,0, ,0.9, ,5.4, ,99, ,5.2, ,1.1, ,345, ,13.2, 
80,Fresno State,San Joaquin Valley,1/4/2024,400,4,0, ,0, ,0, ,0.9, ,5.3, ,99, ,5.2, ,1.6, ,267, ,13.2, 
80,Fresno State,San Joaquin Valley,1/4/2024,500,4,0, ,0, ,0, ,0.9, ,5.2, ,99, ,5.1, ,1.9, ,312, ,13.1, 
80,Fresno State,San Joaquin Valley,1/4/2024,600,4,0, ,0.1, ,0, ,0.8, ,4.7, ,99, ,4.6, ,1.5, ,358, ,13.1, 
80,Fresno State,San Joaquin Valley,1/4/2024,700,4,0, ,0, ,0, ,0.8, ,4.6, ,100, ,4.5, ,0.5, ,262, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,800,4,0, ,0, ,8, ,0.9, ,5, ,100, ,4.9, ,1.1, ,279, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,900,4,0, ,0.1, ,32, ,0.9, ,5.2, ,100, ,5.1, ,0.9, ,279, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,1000,4,0.02, ,0, ,101, ,0.9, ,5.9, ,100, ,5.8, ,1, ,313, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1100,4,0.03, ,0, ,128, ,1, ,6.7, ,99, ,6.6, ,0.9, ,95, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1200,4,0.06, ,0, ,182, ,1, ,7.6, ,91, ,6.3, ,1.7, ,145, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1300,4,0.18, ,0, ,388, ,0.9, ,9.4, ,80, ,6.1, ,2.7, ,135, ,12.8, 
80,Fresno State,San Joaquin Valley,1/4/2024,1400,4,0.11, ,0, ,239, ,0.9, ,10.2, ,75, ,6, ,2.4, ,175, ,12.8, 
80,Fresno State,San Joaquin Valley,1/4/2024,1500,4,0.08, ,0, ,165, ,0.9, ,10.2, ,75, ,6, ,2.5, ,255, ,12.8, 
80,Fresno State,San Joaquin Valley,1/4/2024,1600,4,0.06, ,0, ,164, ,0.9, ,10.5, ,74, ,6, ,1.2, ,298, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1700,4,0.02, ,0, ,49, ,0.9, ,10.1, ,72, ,5.3, ,1.3, ,149, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1800,4,0, ,0, ,0, ,0.9, ,7.8, ,80, ,4.7, ,0.9, ,187, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,1900,4,0, ,0, ,0, ,0.8, ,6.1, ,88, ,4.3, ,1, ,24, ,12.9, 
80,Fresno State,San Joaquin Valley,1/4/2024,2000,4,0, ,0, ,0, ,0.8, ,5.1, ,94, ,4.1, ,1.3, ,91, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,2100,4,0, ,0, ,0, ,0.8, ,4.2, ,94, ,3.4, ,1.1, ,103, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,2200,4,0, ,0, ,0, ,0.8, ,3.8, ,96, ,3.3, ,0.8, ,21, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,2300,4,0, ,0, ,0, ,0.8, ,3.4, ,97, ,3.1, ,1.2, ,246, ,13, 
80,Fresno State,San Joaquin Valley,1/4/2024,2400,4,0, ,0, ,0, ,0.8, ,3.6, ,97, ,3.2, ,1.1, ,80, ,13, 
80,Fresno State,San Joaquin Valley,1/5/2024,100,5,0, ,0, ,0, ,0.8, ,4.4, ,98, ,4, ,0.9, ,28, ,12.9, 
80,Fresno State,San Joaquin Valley,1/5/2024,200,5,0, ,0, ,0, ,0.8, ,4.1, ,98, ,3.7, ,0.7, ,357, ,12.9, 
80,Fresno State,San Joaquin Valley,1/5/2024,300,5,0, ,0, ,0, ,0.8, ,4.3, ,98, ,4, ,0.7, ,141, ,12.8, 
80,Fresno State,San Joaquin Valley,1/5/2024,400,5,0, ,0, ,0, ,0.8, ,4.1, ,98, ,3.8, ,0.8, ,354, ,12.8, 
80,Fresno State,San Joaquin Valley,1/5/2024,500,5,0, ,0.1, ,0, ,0.8, ,4.6, ,98, ,4.3, ,0.6, ,257, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,600,5,0, ,0, ,0, ,0.8, ,4.6, ,98, ,4.4, ,0.6, ,165, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,700,5,0, ,0, ,0, ,0.8, ,4.5, ,98, ,4.2, ,0.6, ,1, ,12.6, 
80,Fresno State,San Joaquin Valley,1/5/2024,800,5,0, ,0, ,24, ,0.8, ,4.2, ,98, ,4, ,0.6, ,96, ,12.6, 
80,Fresno State,San Joaquin Valley,1/5/2024,900,5,0.05, ,0, ,186, ,0.9, ,6.5, ,97, ,6, ,0.8, ,256, ,12.6, 
80,Fresno State,San Joaquin Valley,1/5/2024,1000,5,0.13, ,0, ,319, ,0.9, ,9.7, ,78, ,6, ,1.4, ,251, ,12.5, 
80,Fresno State,San Joaquin Valley,1/5/2024,1100,5,0.15, ,0, ,340, ,0.9, ,10.9, ,72, ,6, ,1, ,34, ,12.5, 
80,Fresno State,San Joaquin Valley,1/5/2024,1200,5,0.25, ,0, ,510, ,0.9, ,11.9, ,68, ,6.2, ,1.7, ,159, ,12.4, 
80,Fresno State,San Joaquin Valley,1/5/2024,1300,5,0.22, ,0, ,435, ,0.9, ,12.3, ,65, ,5.9, ,1.7, ,236, ,12.4, 
80,Fresno State,San Joaquin Valley,1/5/2024,1400,5,0.1, ,0, ,200, ,0.9, ,12.1, ,67, ,6.1, ,2.3, ,264, ,12.4, 
80,Fresno State,San Joaquin Valley,1/5/2024,1500,5,0.07, ,0, ,138, ,1, ,12.1, ,68, ,6.3, ,2.3, ,298, ,12.4, 
80,Fresno State,San Joaquin Valley,1/5/2024,1600,5,0.04, ,0, ,68, ,1, ,11.8, ,69, ,6.3, ,2.1, ,337, ,12.5, 
80,Fresno State,San Joaquin Valley,1/5/2024,1700,5,0.02, ,0, ,17, ,0.9, ,10.4, ,71, ,5.3, ,1, ,286, ,12.5, 
80,Fresno State,San Joaquin Valley,1/5/2024,1800,5,0, ,0, ,0, ,0.9, ,8.4, ,80, ,5.3, ,1.1, ,288, ,12.6, 
80,Fresno State,San Joaquin Valley,1/5/2024,1900,5,0, ,0, ,0, ,0.9, ,6.8, ,89, ,5.2, ,0.5, ,38, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,2000,5,0, ,0, ,0, ,0.9, ,5.7, ,94, ,4.8, ,1.2, ,84, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,2100,5,0, ,0, ,0, ,0.8, ,4.8, ,95, ,4.1, ,0.7, ,86, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,2200,5,0, ,0, ,0, ,0.8, ,3.8, ,97, ,3.4, ,0.8, ,45, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,2300,5,0, ,0, ,0, ,0.8, ,3.6, ,98, ,3.3, ,0.8, ,63, ,12.7, 
80,Fresno State,San Joaquin Valley,1/5/2024,2400,5,0, ,0, ,0, ,0.8, ,3.3, ,98, ,3.1, ,0.7, ,75, ,12.7, 
80,Fresno State,San Joaquin Valley,1/6/2024,100,6,0, ,0, ,0, ,0.7, ,2.3, ,98, ,2.1, ,0.8, ,18, ,12.7, 
80,Fresno State,San Joaquin Valley,1/6/2024,200,6,0, ,0.1, ,0, ,0.7, ,2.3, ,99, ,2.1, ,0.9, ,65, ,12.7, 
80,Fresno State,San Joaquin Valley,1/6/2024,300,6,0, ,0, ,0, ,0.7, ,2, ,99, ,1.8, ,0.5, ,114, ,12.6, 
80,Fresno State,San Joaquin Valley,1/6/2024,400,6,0, ,0, ,0, ,0.7, ,1.5, ,99, ,1.4, ,0.5, ,11, ,12.6, 
80,Fresno State,San Joaquin Valley,1/6/2024,500,6,0, ,0, ,0, ,0.7, ,2.8, ,99, ,2.7, ,1, ,193, ,12.5, 
80,Fresno State,San Joaquin Valley,1/6/2024,600,6,0, ,0, ,0, ,0.7, ,1.3, ,99, ,1.1, ,1, ,6, ,12.5, 
80,Fresno State,San Joaquin Valley,1/6/2024,700,6,0, ,0, ,0, ,0.6, ,0.7, ,99, ,0.6, ,0.8, ,87, ,12.4, 
80,Fresno State,San Joaquin Valley,1/6/2024,800,6,0, ,0.1, ,44, ,0.7, ,1.4, ,99, ,1.3, ,0.7, ,26, ,12.3, 
80,Fresno State,San Joaquin Valley,1/6/2024,900,6,0.02, ,0, ,93, ,0.8, ,3.5, ,99, ,3.5, ,0.9, ,37, ,12.3, 
80,Fresno State,San Joaquin Valley,1/6/2024,1000,6,0.05, ,0, ,166, ,0.9, ,5.9, ,94, ,5, ,1.1, ,89, ,12.2, 
80,Fresno State,San Joaquin Valley,1/6/2024,1100,6,0.07, ,0, ,191, ,0.9, ,8.3, ,83, ,5.5, ,1, ,133, ,12.2, 
80,Fresno State,San Joaquin Valley,1/6/2024,1200,6,0.08, ,0, ,201, ,0.9, ,9.1, ,81, ,6.1, ,1.5, ,158, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,1300,6,0.06, ,0, ,152, ,1, ,9.5, ,81, ,6.4, ,2.1, ,147, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,1400,6,0.02, ,0, ,84, ,1, ,9.6, ,81, ,6.5, ,2.1, ,132, ,12, 
80,Fresno State,San Joaquin Valley,1/6/2024,1500,6,0.02, ,0, ,52, ,1, ,9.4, ,81, ,6.3, ,2.9, ,124, ,12, 
80,Fresno State,San Joaquin Valley,1/6/2024,1600,6,0.01, ,0, ,21, ,0.9, ,9.2, ,79, ,5.8, ,2.7, ,122, ,12, 
80,Fresno State,San Joaquin Valley,1/6/2024,1700,6,0.02, ,0, ,4, ,0.9, ,9.3, ,76, ,5.3, ,2.3, ,109, ,12, 
80,Fresno State,San Joaquin Valley,1/6/2024,1800,6,0.02, ,1.9, ,0, ,0.9, ,9, ,76, ,5, ,2.5, ,33, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,1900,6,0, ,1.4, ,0, ,0.9, ,7.4, ,88, ,5.6, ,2.2, ,54, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,2000,6,0, ,0.1, ,0, ,0.9, ,6.9, ,91, ,5.5, ,2.1, ,117, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,2100,6,0, ,0, ,0, ,0.9, ,6.1, ,91, ,4.8, ,1.8, ,101, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,2200,6,0, ,0, ,0, ,0.9, ,6.1, ,94, ,5.2, ,1.5, ,86, ,12.1, 
80,Fresno State,San Joaquin Valley,1/6/2024,2300,6,0, ,0.9, ,0, ,0.9, ,5.9, ,95, ,5.2, ,1.8, ,317, ,12.2, 
80,Fresno State,San Joaquin Valley,1/6/2024,2400,6,0, ,0, ,0, ,0.8, ,4.8, ,96, ,4.3, ,1.7, ,309, ,12.2, 
80,Fresno State,San Joaquin Valley,1/7/2024,100,7,0, ,0.1, ,0, ,0.8, ,3.7, ,97, ,3.3, ,1.4, ,303, ,12.2, 
80,Fresno State,San Joaquin Valley,1/7/2024,200,7,0, ,0, ,0, ,0.8, ,4.4, ,97, ,4, ,2.9, ,295, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,300,7,0, ,0, ,0, ,0.8, ,4.5, ,96, ,3.9, ,2.7, ,304, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,400,7,0, ,0, ,0, ,0.8, ,4, ,96, ,3.5, ,3.3, ,310, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,500,7,0, ,0, ,0, ,0.8, ,3.4, ,96, ,2.9, ,3.6, ,293, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,600,7,0, ,0, ,0, ,0.8, ,3.6, ,96, ,2.9, ,4.5, ,309, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,700,7,0, ,0, ,0, ,0.8, ,3.7, ,95, ,2.9, ,4, ,323, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,800,7,0, ,0, ,15, ,0.8, ,3.7, ,95, ,3, ,3.8, ,329, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,900,7,0.01, ,0, ,65, ,0.7, ,3.9, ,93, ,2.8, ,3.3, ,331, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1000,7,0.04, ,0, ,146, ,0.8, ,4.2, ,91, ,2.9, ,2.7, ,355, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1100,7,0.1, ,0, ,268, ,0.8, ,4.9, ,89, ,3.2, ,2.8, ,360, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1200,7,0.14, ,0, ,348, ,0.8, ,5.6, ,85, ,3.3, ,2.2, ,5, ,11.9, 
80,Fresno State,San Joaquin Valley,1/7/2024,1300,7,0.22, ,0, ,497, ,0.8, ,7.1, ,78, ,3.5, ,2.2, ,41, ,11.9, 
80,Fresno State,San Joaquin Valley,1/7/2024,1400,7,0.2, ,0, ,484, ,0.8, ,8, ,72, ,3.3, ,2.1, ,26, ,11.9, 
80,Fresno State,San Joaquin Valley,1/7/2024,1500,7,0.16, ,0, ,360, ,0.8, ,8.7, ,67, ,2.9, ,2.4, ,22, ,11.9, 
80,Fresno State,San Joaquin Valley,1/7/2024,1600,7,0.09, ,0, ,207, ,0.7, ,8.7, ,66, ,2.6, ,2.1, ,33, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1700,7,0.02, ,0, ,57, ,0.7, ,7.4, ,69, ,2.1, ,1.8, ,69, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1800,7,0, ,0, ,0, ,0.7, ,5.3, ,77, ,1.5, ,1.3, ,73, ,12, 
80,Fresno State,San Joaquin Valley,1/7/2024,1900,7,0, ,0, ,0, ,0.7, ,4.3, ,84, ,1.8, ,0.9, ,129, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,2000,7,0, ,0, ,0, ,0.7, ,2.3, ,91, ,1, ,0.9, ,73, ,12.1, 
80,Fresno State,San Joaquin Valley,1/7/2024,2100,7,0, ,0, ,0, ,0.7, ,1.9, ,93, ,1, ,0.9, ,47, ,12.2, 
80,Fresno State,San Joaquin Valley,1/7/2024,2200,7,0, ,0, ,0, ,0.6, ,0.9, ,96, ,0.3, ,1.2, ,85, ,12.2, 
80,Fresno State,San Joaquin Valley,1/7/2024,2300,7,0, ,0, ,0, ,0.6, ,1.1, ,97, ,0.6, ,1, ,71, ,12.2, 
80,Fresno State,San Joaquin Valley,1/7/2024,2400,7,0, ,0, ,0, ,0.6, ,0.5, ,96, ,-0.1, ,1.1, ,84, ,12.1, 
80,Fresno State,San Joaquin Valley,1/8/2024,100,8,0, ,0, ,0, ,0.6, ,-0.1, ,96, ,-0.7, ,0.9, ,60, ,12.1, 
80,Fresno State,San Joaquin Valley,1/8/2024,200,8,0, ,0, ,0, ,0.6, ,-0.1, ,97, ,-0.4, ,0.9, ,85, ,12.1, 
80,Fresno State,San Joaquin Valley,1/8/2024,300,8,0, ,0, ,0, ,0.6, ,-0.8, ,98, ,-1.2, ,0.8, ,44, ,12, 
80,Fresno State,San Joaquin Valley,1/8/2024,400,8,0, ,0, ,0, ,0.6, ,-1, ,98, ,-1.3, ,0.7, ,41, ,12, 
